smi1,conc1,smi2,conc2,smi3,conc3,smi4,conc4,smi5,conc5,smi6,conc6,smi7,conc7,vesicles_formation
CCCCCCCCCC(=O)O,0.32074126870987474,CCCCCCCCCC(=O)[O-],0.023419203747070204,CCCCCCCCCCN,0.41492719682309187,CCCCCCCCCC[N+](C)(C)C.[Br-],0.12727828123407725,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.08705834436410884,CCCCCCCCCCO,0.014662457998165691,CCCCCCCCCC(=O)OCC(CO)O,0.01191324712350961,5
CCCCCCCCCC(=O)O,0.30489052588497606,CCCCCCCCCC(=O)[O-],0.06015960712092815,CCCCCCCCCCN,0.1943932883159243,CCCCCCCCCC[N+](C)(C)C.[Br-],0.030693677102514357,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.33149171270715516,CCCCCCCCCCO,0.03253529772866523,CCCCCCCCCC(=O)OCC(CO)O,0.04583589113975479,28
CCCCCCCCCC(=O)O,0.059281645937459077,CCCCCCCCCC(=O)[O-],0.12592506489983138,CCCCCCCCCCN,0.12398775620906474,CCCCCCCCCC[N+](C)(C)C.[Br-],0.33709171219339473,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.28284706885192895,CCCCCCCCCCO,0.02127164942461767,CCCCCCCCCC(=O)OCC(CO)O,0.04959510248362589,4
CCCCCCCCCC(=O)O,0.28514180024659164,CCCCCCCCCC(=O)[O-],0.26972872996299196,CCCCCCCCCCN,0.21115906288531372,CCCCCCCCCC[N+](C)(C)C.[Br-],0.08631319358815742,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.04932182490751854,CCCCCCCCCCO,0.05918618988902224,CCCCCCCCCC(=O)OCC(CO)O,0.03914919852034284,20
CCCCCCCCCC(=O)O,0.027900406145150766,CCCCCCCCCC(=O)[O-],0.14656542468655154,CCCCCCCCCCN,0.28959915239270423,CCCCCCCCCC[N+](C)(C)C.[Br-],0.105950909411965,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.33551121313788906,CCCCCCCCCCO,0.027017481900051068,CCCCCCCCCC(=O)OCC(CO)O,0.06745541232561769,42
CCCCCCCCCC(=O)O,0.19771071800206058,CCCCCCCCCC(=O)[O-],0.06867845993755789,CCCCCCCCCCN,0.372008324661772,CCCCCCCCCC[N+](C)(C)C.[Br-],0.06711758584806793,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.1795005202913445,CCCCCCCCCCO,0.056191467221638265,CCCCCCCCCC(=O)OCC(CO)O,0.058792924037454855,10
CCCCCCCCCC(=O)O,0.29240862230550757,CCCCCCCCCC(=O)[O-],0.3355201499531144,CCCCCCCCCCN,0.11433926897843563,CCCCCCCCCC[N+](C)(C)C.[Br-],0.08434864104966563,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.08622305529521376,CCCCCCCCCCO,0.04329896907216169,CCCCCCCCCC(=O)OCC(CO)O,0.04386129334582613,16
CCCCCCCCCC(=O)O,0.09561304836894671,CCCCCCCCCC(=O)[O-],0.05849268841394387,CCCCCCCCCCN,0.3487064116985115,CCCCCCCCCC[N+](C)(C)C.[Br-],0.35058117735280453,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.0179977502812135,CCCCCCCCCCO,0.08661417322833997,CCCCCCCCCC(=O)OCC(CO)O,0.041994750656164835,8
CCCCCCCCCC(=O)O,0.14127881135309284,CCCCCCCCCC(=O)[O-],0.2873198298304473,CCCCCCCCCCN,0.27303320845766244,CCCCCCCCCC[N+](C)(C)C.[Br-],0.16508984697440054,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.04762207124261555,CCCCCCCCCCO,0.07714775541303719,CCCCCCCCCC(=O)OCC(CO)O,0.008508476728680638,7
CCCCCCCCCC(=O)O,0.16444792482379292,CCCCCCCCCC(=O)[O-],0.10571652310100972,CCCCCCCCCCN,0.07791699295222568,CCCCCCCCCC[N+](C)(C)C.[Br-],0.34455755677366134,CCCCCCCCCCOS(=O)(=O)[O-].[Na+],0.12725137039936354,CCCCCCCCCCO,0.10336726703209839,CCCCCCCCCC(=O)OCC(CO)O,0.07674236491777002,8
